"Name","Code","Site","RecorderID","Date","Year","Month","Day","Hour","Minute","Duration","msldB_bio","BioPh","AthPh","NDSI","HvSPL","ACI","ADI","AEI","Mamp","mdBGL"
"BOA06_20260117_050000.wav","BOA06","BO","A06","20260117","2026","01","17","050000",0,60,-109.071836850232,7.83490075560945e-12,5.86189318659361e-09,-0.997330404189422,0.9999141982498,105.216596906046,2.19719938015499,0.00356515025100437,-129.417338863345,-147.914008383303
"BOA06_20260117_050000.wav","BOA06","BO","A06","20260117","2026","01","17","050000",1,60,-109.05478377986,7.66142410968556e-12,5.95074743460046e-09,-0.997428365762955,0.999897820338536,105.514723058642,2.1971725746086,0.00512386559590914,-129.424740971812,-147.653089614429
"BOA06_20260117_050000.wav","BOA06","BO","A06","20260117","2026","01","17","050000",2,59.995283446712,-109.024391034126,7.48805378674736e-12,5.93781941854531e-09,-0.997481020511859,0.999347782725245,105.220793083568,2.19699917706412,0.0107677834699413,-129.409235980239,-147.91596924771
"BOA06_20260117_050900.wav","BOA06","BO","A06","20260117","2026","01","17","050900",0,60,-108.742113408751,8.56447596881148e-12,5.84450697685654e-09,-0.99707351053619,0.99983031717156,107.964552683852,2.19687350534315,0.0131262781491493,-129.300024896935,-147.127345382734
"BOA06_20260117_050900.wav","BOA06","BO","A06","20260117","2026","01","17","050900",1,60,-109.270992379997,7.48123014888326e-12,5.85395475717244e-09,-0.997447304665592,0.999912073676702,104.935780740952,2.19722279597273,0.000917203111376589,-129.595308881518,-148.014136067862
"BOA06_20260117_050900.wav","BOA06","BO","A06","20260117","2026","01","17","050900",2,59.995283446712,-107.529549886627,1.23661750303304e-11,5.94396116309369e-09,-0.995847718122817,0.998384315413502,105.409145034366,2.19692988943989,0.0121223869622579,-129.066748985705,-147.330028694398
"BOA06_20260117_051800.wav","BOA06","BO","A06","20260117","2026","01","17","051800",0,60,-108.655683507441,7.48150310269688e-12,6.12584232161468e-09,-0.997560375640841,0.99983924301068,104.296785119682,2.19691850229706,0.012512342165086,-129.286467115652,-147.953004011215
"BOA06_20260117_051800.wav","BOA06","BO","A06","20260117","2026","01","17","051800",1,60,-108.909980520668,7.25108085931434e-12,6.26101581538702e-09,-0.99768641604471,0.999862021765875,104.315165483542,2.19666566164824,0.0169294614788838,-129.45350218419,-147.710299377314
"BOA06_20260117_051800.wav","BOA06","BO","A06","20260117","2026","01","17","051800",2,59.995283446712,-109.0514087351,7.31419318157945e-12,6.28249090091531e-09,-0.99767427032407,0.999874821721399,104.990109460692,2.19721386924473,0.00235942484361552,-129.479106993342,-148.015656669194
"BOA06_20260117_052700.wav","BOA06","BO","A06","20260117","2026","01","17","052700",0,60,-108.351154929618,7.95460611142033e-12,5.98433434418316e-09,-0.997345052557578,0.999685158038993,103.945586756064,2.19619833103543,0.0227171085022275,-129.127357638115,-147.417194659237
"BOA06_20260117_052700.wav","BOA06","BO","A06","20260117","2026","01","17","052700",1,60,-108.360583960577,7.89592550202273e-12,6.07402070306486e-09,-0.997403474600446,0.999619518105772,104.503429649295,2.1966766160555,0.0165904270953775,-128.998082674959,-147.278475124907
"BOA06_20260117_052700.wav","BOA06","BO","A06","20260117","2026","01","17","052700",2,59.995283446712,-106.753123087067,9.31353461441772e-12,6.79324275634894e-09,-0.997261754488738,0.99903093212191,104.853018444944,2.19360074988966,0.0427609613768358,-128.469104357648,-147.512911388323
"BOA06_20260117_053600.wav","BOA06","BO","A06","20260117","2026","01","17","053600",0,60,-108.998378257257,7.64813220420361e-12,5.97833954852444e-09,-0.997444654879987,0.999860865813843,105.60912371697,2.19711553023729,0.00743180324065978,-129.362435634113,-146.961234464123
"BOA06_20260117_053600.wav","BOA06","BO","A06","20260117","2026","01","17","053600",1,60,-109.065433664865,7.56023692350538e-12,6.13334253534763e-09,-0.997537744138323,0.999903630649413,104.999441390944,2.1972185817025,0.00175140812668633,-129.387587703409,-147.786518957837
"BOA06_20260117_053600.wav","BOA06","BO","A06","20260117","2026","01","17","053600",2,59.995283446712,-109.027397989413,7.6929245694538e-12,6.92475980906117e-09,-0.99778060525905,0.999823257643272,105.515610463395,2.19717939518605,0.00479554700615105,-129.370388521034,-147.378860341326
"BOA06_20260117_054500.wav","BOA06","BO","A06","20260117","2026","01","17","054500",0,60,-109.079299100209,7.44083603387675e-12,6.03268354165207e-09,-0.997536197744084,0.999902421498288,104.763749646807,2.19722034609219,0.00148587002296432,-129.408638876178,-146.9142446303
"BOA06_20260117_054500.wav","BOA06","BO","A06","20260117","2026","01","17","054500",1,60,-108.623325661288,7.89331456745552e-12,6.24227999439011e-09,-0.997474209377157,0.999897875140654,105.006029558274,2.19721333672523,0.00234642871085692,-128.992399024778,-147.676231609802
"BOA06_20260117_054500.wav","BOA06","BO","A06","20260117","2026","01","17","054500",2,59.995283446712,-108.519594921759,8.02945273346988e-12,7.12350779433024e-09,-0.997748184590419,0.99986435103433,105.092882770204,2.19707339049724,0.00868483271897031,-129.021056725662,-147.945126640127
"BOA06_20260117_055400.wav","BOA06","BO","A06","20260117","2026","01","17","055400",0,60,-108.593016424707,8.32050525795517e-12,6.18202777746084e-09,-0.997311781218778,0.99985385515172,104.873303167756,2.19719393635235,0.00388842573374188,-129.005546551742,-146.608672383092
"BOA06_20260117_055400.wav","BOA06","BO","A06","20260117","2026","01","17","055400",1,60,-108.565516287608,8.52681958681374e-12,6.64618738020223e-09,-0.997437359642858,0.999835965177021,105.418291593944,2.19687226463229,0.0132070468137293,-129.055983664866,-147.355847514929
